strain	submitting_lab	originating_lab	virus	segment
B/SouthKorea/9962/2019	u.s._air_force_school_of_aerospace_medicine	u.s._air_force_school_of_aerospace_medicine_	vic	pb2
B/SouthKorea/9960/2019	u.s._air_force_school_of_aerospace_medicine	u.s._air_force_school_of_aerospace_medicine_	vic	pb2
B/SouthKorea/9959/2019	u.s._air_force_school_of_aerospace_medicine	u.s._air_force_school_of_aerospace_medicine_	vic	pb2
B/SouthKorea/9971/2019	u.s._air_force_school_of_aerospace_medicine	u.s._air_force_school_of_aerospace_medicine_	vic	pb2
B/SouthKorea/9966/2019	u.s._air_force_school_of_aerospace_medicine	u.s._air_force_school_of_aerospace_medicine_	vic	pb2
B/SouthKorea/9963/2019	u.s._air_force_school_of_aerospace_medicine	u.s._air_force_school_of_aerospace_medicine_	vic	pb2
B/SouthKorea/9956/2019	u.s._air_force_school_of_aerospace_medicine	u.s._air_force_school_of_aerospace_medicine_	vic	pb2
B/SouthKorea/9970/2019	u.s._air_force_school_of_aerospace_medicine	u.s._air_force_school_of_aerospace_medicine_	vic	pb2
B/SouthKorea/9976/2019	u.s._air_force_school_of_aerospace_medicine	u.s._air_force_school_of_aerospace_medicine_	vic	pb2
B/SouthKorea/9958/2019	u.s._air_force_school_of_aerospace_medicine	u.s._air_force_school_of_aerospace_medicine_	vic	pb2
B/Kenya/127/2019	centers_for_disease_control_and_prevention	cdc_kenya	vic	pb2
B/Uganda/CST50271/2020		import_from_public_domain	vic	pb2
B/SierraLeone/197/2018	centers_for_disease_control_and_prevention	central_public_health_reference_laboratory	vic	pb2
B/Argentina/2844/2019	centers_for_disease_control_and_prevention	instituto_nacional_de_enfermedades_infecciosas	vic	pb2
B/Wellington/8/2019	who_collaborating_centre_for_reference_and_research_on_influenza	institute_of_environmental_science_and_research	vic	pb2
B/Bahrain/351/2019	centers_for_disease_control_and_prevention	ministry_of_health_bahrain	vic	pb2
B/HongKong/218/2019	centers_for_disease_control_and_prevention	government_virus_unit	vic	pb2
B/Chanthaburi/26/2020	who_collaborating_centre_for_reference_and_research_on_influenza	who_national_influenza_centre,_national_institute_of_medical_research_(nimr)	vic	pb2
B/Bangladesh/4040/2019	centers_for_disease_control_and_prevention	icddr,b_international_centre_for_diarrhoeal_disease_research,_bangladesh	vic	pb2
B/Bangladesh/9010/2019	centers_for_disease_control_and_prevention	icddr,b_international_centre_for_diarrhoeal_disease_research,_bangladesh	vic	pb2
B/Bangladesh/61/2019	centers_for_disease_control_and_prevention	icddr,b_international_centre_for_diarrhoeal_disease_research,_bangladesh	vic	pb2
B/England/287/2019	microbiology_services_colindale,_public_health_england	microbiology_services_colindale,_public_health_england	vic	pb2
B/Singapore/NTF0047/2019	ministry_of_health,_singapore	ministry_of_health,_singapore	vic	pb2
B/Congo/9738/2019	centers_for_disease_control_and_prevention	inrb_service_de_virologie	vic	pb2
B/Congo/368/2019	centers_for_disease_control_and_prevention	inrb_service_de_virologie	vic	pb2
B/Congo/306/2019	centers_for_disease_control_and_prevention	inrb_service_de_virologie	vic	pb2
B/Congo/292/2019	centers_for_disease_control_and_prevention	inrb_service_de_virologie	vic	pb2
B/Congo/219/2019	centers_for_disease_control_and_prevention	inrb_service_de_virologie	vic	pb2
B/Yokohama/1/2019	national_institute_of_infectious_diseases_(niid)	yokohama_city_institute_of_public_health.	vic	pb2
B/Oman/2250/2019	centers_for_disease_control_and_prevention	central_public_health_laboratory,_ministry_of_health	vic	pb2
B/Oman/2706/2019	centers_for_disease_control_and_prevention	central_public_health_laboratory,_ministry_of_health	vic	pb2
B/Zhejiang-Wenling/2273/2021-egg	who_chinese_national_influenza_center	who_chinese_national_influenza_center	vic	pb2
B/Bolivia/1110/2019	centers_for_disease_control_and_prevention	instituto_nacional_de_laboratoriosde_salud_(inlasa)	vic	pb2
B/Philippines/1490/2019	centers_for_disease_control_and_prevention	research_institute_for_tropical_medicine,_virology_department	vic	pb2
B/HongKong/736/2019	centers_for_disease_control_and_prevention	government_virus_unit	vic	pb2
B/Afghanistan/1040/2019	centers_for_disease_control_and_prevention	national_public_health_laboratory	vic	pb2
B/Singapore/KK0670/2020	ministry_of_health,_singapore	ministry_of_health,_singapore	vic	pb2
B/Lao/737/2020	centers_for_disease_control_and_prevention	national_center_for_laboratory_and_epidemiology	vic	pb2
B/Singapore/KK0623/2020	ministry_of_health,_singapore	ministry_of_health,_singapore	vic	pb2
B/HongKong/737/2019	centers_for_disease_control_and_prevention	government_virus_unit	vic	pb2
B/HongKong/574/2019-egg	centers_for_disease_control_and_prevention	government_virus_unit	vic	pb2
B/HongKong/574/2019	centers_for_disease_control_and_prevention	government_virus_unit	vic	pb2
B/Guangdong-Rongcheng/1531/2019	who_chinese_national_influenza_center	who_chinese_national_influenza_center	vic	pb2
B/Afghanistan/1586/2019	centers_for_disease_control_and_prevention	national_public_health_laboratory	vic	pb2
B/Afghanistan/2271/2019	centers_for_disease_control_and_prevention	national_public_health_laboratory	vic	pb2
B/HongKong/742/2019	centers_for_disease_control_and_prevention	government_virus_unit	vic	pb2
B/England/190740523/2019	microbiology_services_colindale,_public_health_england	microbiology_services_colindale,_public_health_england	vic	pb2
B/NorthDakota/11951/2020	u.s._air_force_school_of_aerospace_medicine	u.s._air_force_school_of_aerospace_medicine_	vic	pb2
B/Kanagawa/IC18169/2019-egg	centers_for_disease_control_and_prevention	national_institute_of_infectious_diseases_(niid)	vic	pb2
B/Kanagawa/IC18169/2019	centers_for_disease_control_and_prevention	national_institute_of_infectious_diseases_(niid)	vic	pb2
B/Sichuan-Gaoxin/513/2018	centers_for_disease_control_and_prevention	who_chinese_national_influenza_center	vic	pb2
B/HongKong/744/2019	centers_for_disease_control_and_prevention	government_virus_unit	vic	pb2
B/HongKong/741/2019	centers_for_disease_control_and_prevention	government_virus_unit	vic	pb2
B/Singapore/MOH0108/2019	ministry_of_health,_singapore	ministry_of_health,_singapore	vic	pb2
B/Bangladesh/1190404003/2019	centers_for_disease_control_and_prevention	icddr,b_international_centre_for_diarrhoeal_disease_research,_bangladesh	vic	pb2
B/Saipan/1050/2019	centers_for_disease_control_and_prevention	guam_department_of_public_health	vic	pb2
B/Canberra/10/2019	who_collaborating_centre_for_reference_and_research_on_influenza	canberra_hospital	vic	pb2
B/Stockholm/6/2019	public_health_agency_of_sweden	klinisk_mikrobiologi,_karolinska_universitetslaboratoriet,_karolinska_universitetssjukhuset_solna	vic	pb2
B/Aichi/51/2019	national_institute_of_infectious_diseases_(niid)	aichi_prefectural_institute_of_public_health	vic	pb2
B/Saitama/36/2020	national_institute_of_infectious_diseases_(niid)	saitama_institute_of_public_health	vic	pb2
B/Aichi/58/2020	national_institute_of_infectious_diseases_(niid)	aichi_prefectural_institute_of_public_health	vic	pb2
B/Bangladesh/3008/2019	centers_for_disease_control_and_prevention	institute_of_epidemiology_disease_control_and_research_(iedcr)_&_bangladesh_national_influenza_centre_(nic)	vic	pb2
B/Yamagata/162/2019	national_institute_of_infectious_diseases_(niid)	yamagata_prefectural_institute_of_public_health	vic	pb2
B/Okinawa/18T034/2019	niigata_university	niigata_university	vic	pb2
B/Singapore/KK1122/2019	ministry_of_health,_singapore	ministry_of_health,_singapore	vic	pb2
B/Singapore/KK1126/2019	ministry_of_health,_singapore	ministry_of_health,_singapore	vic	pb2
B/Christchurch/502/2020	who_collaborating_centre_for_reference_and_research_on_influenza	canterbury_health_services	vic	pb2
B/Kawasaki/14/2019	national_institute_of_infectious_diseases_(niid)	kawasaki_city_institute_of_public_health_	vic	pb2
B/Darwin/53/2019	who_collaborating_centre_for_reference_and_research_on_influenza	influenza_surveillance_centre_for_disease_control	vic	pb2
B/Darwin/51/2019	who_collaborating_centre_for_reference_and_research_on_influenza	influenza_surveillance_centre_for_disease_control	vic	pb2
B/Darwin/32/2019	who_collaborating_centre_for_reference_and_research_on_influenza	influenza_surveillance_centre_for_disease_control	vic	pb2
B/Darwin/19/2019	who_collaborating_centre_for_reference_and_research_on_influenza	influenza_surveillance_centre_for_disease_control	vic	pb2
B/Darwin/27/2019	who_collaborating_centre_for_reference_and_research_on_influenza	influenza_surveillance_centre_for_disease_control	vic	pb2
B/Darwin/47/2019	who_collaborating_centre_for_reference_and_research_on_influenza	influenza_surveillance_centre_for_disease_control	vic	pb2
B/Darwin/39/2019	who_collaborating_centre_for_reference_and_research_on_influenza	influenza_surveillance_centre_for_disease_control	vic	pb2
B/Darwin/37/2019	who_collaborating_centre_for_reference_and_research_on_influenza	influenza_surveillance_centre_for_disease_control	vic	pb2
B/Iowa/5/2020	centers_for_disease_control_and_prevention	iowa_state_hygienic_laboratory	vic	pb2
B/Mississippi/10061/2019	u.s._air_force_school_of_aerospace_medicine	u.s._air_force_school_of_aerospace_medicine_	vic	pb2
B/Germany/10956/2019	u.s._air_force_school_of_aerospace_medicine	u.s._air_force_school_of_aerospace_medicine_	vic	pb2
B/Singapore/TT0487/2019	ministry_of_health,_singapore	ministry_of_health,_singapore	vic	pb2
B/SriLanka/14/2020	who_collaborating_centre_for_reference_and_research_on_influenza	medical_research_institute	vic	pb2
B/Singapore/KK0751/2019	ministry_of_health,_singapore	ministry_of_health,_singapore	vic	pb2
B/Illinois/11345/2020	u.s._air_force_school_of_aerospace_medicine	u.s._air_force_school_of_aerospace_medicine_	vic	pb2
B/Sydney/1079/2019	who_collaborating_centre_for_reference_and_research_on_influenza	institute_of_medical_and_veterinary_science_(imvs)	vic	pb2
B/Singapore/KK0673/2020	ministry_of_health,_singapore	ministry_of_health,_singapore	vic	pb2
B/Okinawa/18T037/2019	niigata_university	niigata_university	vic	pb2
B/Lao/653/2020	centers_for_disease_control_and_prevention	national_center_for_laboratory_and_epidemiology	vic	pb2
B/Japan/11751/2020	u.s._air_force_school_of_aerospace_medicine	u.s._air_force_school_of_aerospace_medicine_	vic	pb2
B/Niigata-C/21/2020	national_institute_of_infectious_diseases_(niid)	niigata_city_institute_of_public_health_and_environment	vic	pb2
B/Jiangxi-Linchuan/11608/2019	who_chinese_national_influenza_center	who_chinese_national_influenza_center	vic	pb2
B/Chile/2432/2019	centers_for_disease_control_and_prevention	instituto_de_salud_publica_de_chile	vic	pb2
B/Myanmar/19M105/2019	niigata_university	niigata_university	vic	pb2
B/Lao/1149/2019	centers_for_disease_control_and_prevention	national_center_for_laboratory_and_epidemiology	vic	pb2
B/Peru/6212/2019	centers_for_disease_control_and_prevention	laboratorio_de_referencia_nacional_virus_respiratorios,_instituto_nacional_de_salud	vic	pb2
B/Bolivia/64/2020	centers_for_disease_control_and_prevention	instituto_nacional_de_laboratoriosde_salud_(inlasa)	vic	pb2
B/Colombia/6181/2021	centers_for_disease_control_and_prevention	instituto_nacional_de_salud_de_columbia	vic	pb2
B/Luxembourg/LNS4511465/2020	laboratoire_national_de_sant?	laboratoire_national_de_santé_	vic	pb2
B/Luxembourg/LNS1668926/2020	laboratoire_national_de_sant?	laboratoire_national_de_santé_	vic	pb2
B/Bangkok/16/2019	centers_for_disease_control_and_prevention	who_national_influenza_centre,_national_institute_of_medical_research_(nimr)	vic	pb2
B/Ibaraki/1/2020	national_institute_of_infectious_diseases_(niid)	ibaraki_prefectural_institute_of_public_health	vic	pb2
B/Arkansas/11/2019	centers_for_disease_control_and_prevention	arkansas_department_of_health	vic	pb2
B/Brazil/4816/2020	centers_for_disease_control_and_prevention	instituto_adolfo_lutz	vic	pb2
B/Brazil/6531/2020	centers_for_disease_control_and_prevention	instituto_adolfo_lutz	vic	pb2
B/SaoPaulo/IAL/C5054/2020	instituto_adolfo_lutz	instituto_adolfo_lutz___regional_de_santo_andre	vic	pb2
B/Parana/49/2020	centers_for_disease_control_and_prevention	instituto_oswaldo_cruz_fiocruz___laboratory_of_respiratory_viruses_and_measles_(lvrs)	vic	pb2
B/Argentina/79/2020	centers_for_disease_control_and_prevention	instituto_nacional_de_enfermedades_infecciosas	vic	pb2
B/Sweden/23/2020	public_health_agency_of_sweden	public_health_agency_of_sweden	vic	pb2
B/Argentina/78/2020	centers_for_disease_control_and_prevention	instituto_nacional_de_enfermedades_infecciosas	vic	pb2
B/Argentina/72/2020	centers_for_disease_control_and_prevention	instituto_nacional_de_enfermedades_infecciosas	vic	pb2
B/Argentina/80/2020	centers_for_disease_control_and_prevention	instituto_nacional_de_enfermedades_infecciosas	vic	pb2
B/Lao/482/2020	centers_for_disease_control_and_prevention	national_center_for_laboratory_and_epidemiology	vic	pb2
B/Lao/935/2020	centers_for_disease_control_and_prevention	national_center_for_laboratory_and_epidemiology	vic	pb2
B/Taiwan/70496/2019	centers_for_disease_control_and_prevention	adimmune_corporation	vic	pb2
B/Taiwan/70492/2019	centers_for_disease_control_and_prevention	adimmune_corporation	vic	pb2
B/Madagascar/344/2020	centers_for_disease_control_and_prevention	institut_pasteur_de_madagascar	vic	pb2
B/Paris/2038/2019	institut_pasteur	institut_pasteur	vic	pb2
B/Brandenburg/3/2020	robert_koch_institute_nationales_referenzzentrum_f?r_influenza	robert_koch_institute_nationales_referenzzentrum_für_influenza	vic	pb2
B/Wisconsin/222/2020	centers_for_disease_control_and_prevention	marshfield_clinic_research_foundation	vic	pb2
B/Luxembourg/LNS4226999/2020	laboratoire_national_de_sant?	laboratoire_national_de_santé_	vic	pb2
B/Luxembourg/LNS0262100/2020	laboratoire_national_de_sant?	laboratoire_national_de_santé_	vic	pb2
B/Moscow/33/2020	n.f._gamaleya_research_center_for_epidemiology_and_microbiology	nic_russia,_ivanovsky_research_institute_of_virology	vic	pb2
B/Moscow/22/2020	n.f._gamaleya_research_center_for_epidemiology_and_microbiology	nic_russia,_ivanovsky_research_institute_of_virology	vic	pb2
B/Moscow/17/2020	n.f._gamaleya_research_center_for_epidemiology_and_microbiology	nic_russia,_ivanovsky_research_institute_of_virology	vic	pb2
B/Osaka/31/2020	national_institute_of_infectious_diseases_(niid)	osaka_prefectural_institute_of_public_health	vic	pb2
B/Ishikawa/12/2020	national_institute_of_infectious_diseases_(niid)	ishikawa_prefectural_institute_of_public_health_and_environmental_science	vic	pb2
B/Nagano-C/30/2020	national_institute_of_infectious_diseases_(niid)	nagano_city_health_center	vic	pb2
B/Gifu/2/2020	national_institute_of_infectious_diseases_(niid)	gifu_prefectural_institute_of_health_and_environmental_sciences	vic	pb2
B/Kyoto-C/10/2020	national_institute_of_infectious_diseases_(niid)	kyoto_city_institute_of_health_and_environmental_sciences	vic	pb2
B/Nagano/2060/2020	national_institute_of_infectious_diseases_(niid)	nagano_environmental_conservation_research_institute	vic	pb2
B/Georgia/11/2019	centers_for_disease_control_and_prevention	georgia_public_health_laboratory	vic	pb2
B/Osaka-C/1/2020	national_institute_of_infectious_diseases_(niid)	osaka_city_institute_of_public_health_and_environmental_sciences	vic	pb2
B/Akita/1/2020	national_institute_of_infectious_diseases_(niid)	akita_research_center_for_public_health_and_environment	vic	pb2
B/Nagano/2092/2020	national_institute_of_infectious_diseases_(niid)	nagano_environmental_conservation_research_institute	vic	pb2
B/StPetersburg/RII-318S/2019	who_national_influenza_centre_russian_federation	research_institute_of_influenza,_ministry_of_healthcare_of_the_russian_federation	vic	pb2
B/StPetersburg/RII-433S/2019	who_national_influenza_centre_russian_federation	research_institute_of_influenza,_ministry_of_healthcare_of_the_russian_federation	vic	pb2
B/Moscow/21/2019	n.f._gamaleya_research_center_for_epidemiology_and_microbiology	nic_russia,_ivanovsky_research_institute_of_virology	vic	pb2
B/Vietnam/Vnhcm-Gs511/2019	centers_for_disease_control_and_prevention	pasteur_institute,_influenza_laboratory	vic	pb2
B/Moscow/14/2019	centers_for_disease_control_and_prevention	ivanovsky_research_institute_of_virology_rams	vic	pb2
B/Lao/2512/2019	centers_for_disease_control_and_prevention	national_center_for_laboratory_and_epidemiology	vic	pb2
B/Indonesia/NIHRDDPS817/2020	who_collaborating_centre_for_reference_and_research_on_influenza	ministry_of_health,_nihrd	vic	pb2
B/Romania/129/2020	national_institute_of_infectious_diseases_prof._dr._matei_bals	national_institute_for_infectious_diseases_“prof._dr._matei_balș”	vic	pb2
B/Romania/259284/2020	cantacuzino_institute	cantacuzino_institute	vic	pb2
B/Romania/258571/2020	cantacuzino_institute	cantacuzino_institute	vic	pb2
B/Romania/798/2020	national_institute_of_infectious_diseases_prof._dr._matei_bals	national_institute_for_infectious_diseases_“prof._dr._matei_balș”	vic	pb2
B/Argentina/8/2020	centers_for_disease_control_and_prevention	instituto_nacional_de_enfermedades_infecciosas	vic	pb2
B/Lopburi/394/2019	centers_for_disease_control_and_prevention	who_national_influenza_centre,_national_institute_of_medical_research_(nimr)	vic	pb2
B/Florida/39/2019	centers_for_disease_control_and_prevention	florida_department_of_health_tampa	vic	pb2
B/Virginia/10131/2019	u.s._air_force_school_of_aerospace_medicine	u.s._air_force_school_of_aerospace_medicine_	vic	pb2
B/Kansas/1/2020	centers_for_disease_control_and_prevention	kansas_department_of_health_and_environment	vic	pb2
B/Argentina/25/2020	centers_for_disease_control_and_prevention	instituto_nacional_de_enfermedades_infecciosas	vic	pb2
B/Sweden/9/2020	public_health_agency_of_sweden	public_health_agency_of_sweden	vic	pb2
B/Lao/2464/2019	centers_for_disease_control_and_prevention	national_center_for_laboratory_and_epidemiology	vic	pb2
B/SouthKorea/10250/2019	u.s._air_force_school_of_aerospace_medicine	u.s._air_force_school_of_aerospace_medicine_	vic	pb2
B/SouthCarolina/12190/2020	u.s._air_force_school_of_aerospace_medicine	u.s._air_force_school_of_aerospace_medicine_	vic	pb2
B/Argentina/92/2020	centers_for_disease_control_and_prevention	instituto_nacional_de_enfermedades_infecciosas	vic	pb2
B/Argentina/52/2020	centers_for_disease_control_and_prevention	instituto_nacional_de_enfermedades_infecciosas	vic	pb2
B/Argentina/64/2020	centers_for_disease_control_and_prevention	instituto_nacional_de_enfermedades_infecciosas	vic	pb2
B/Argentina/51/2020	centers_for_disease_control_and_prevention	instituto_nacional_de_enfermedades_infecciosas	vic	pb2
B/Argentina/87/2020	centers_for_disease_control_and_prevention	instituto_nacional_de_enfermedades_infecciosas	vic	pb2
B/Argentina/83/2020	centers_for_disease_control_and_prevention	instituto_nacional_de_enfermedades_infecciosas	vic	pb2
B/Delaware/12168/2020	u.s._air_force_school_of_aerospace_medicine	u.s._air_force_school_of_aerospace_medicine_	vic	pb2
B/Argentina/84/2020	centers_for_disease_control_and_prevention	instituto_nacional_de_enfermedades_infecciosas	vic	pb2
B/Stockholm/11/2020	public_health_agency_of_sweden	klinisk_mikrobiologi,_karolinska_universitetslaboratoriet,_karolinska_universitetssjukhuset_solna	vic	pb2
B/HongKong/738/2019	centers_for_disease_control_and_prevention	government_virus_unit	vic	pb2
B/Vietnam/Vnhcm-Gs26/2020	centers_for_disease_control_and_prevention	pasteur_institute,_influenza_laboratory	vic	pb2
B/Lao/452/2020	centers_for_disease_control_and_prevention	national_center_for_laboratory_and_epidemiology	vic	pb2
B/Lao/3676/2019	centers_for_disease_control_and_prevention	national_center_for_laboratory_and_epidemiology	vic	pb2
B/Lao/262/2020	centers_for_disease_control_and_prevention	national_center_for_laboratory_and_epidemiology	vic	pb2
B/Smolensk/RII-601S/2019	who_national_influenza_centre_russian_federation	center_of_hygiene_and_epidemiology_in_smolensk_oblast	vic	pb2
B/StPetersburg/RII-105/2020	who_national_influenza_centre_russian_federation	research_institute_of_influenza,_ministry_of_healthcare_of_the_russian_federation	vic	pb2
B/StPetersburg/RII-633S/2019	who_national_influenza_centre_russian_federation	research_institute_of_influenza,_ministry_of_healthcare_of_the_russian_federation	vic	pb2
B/StPetersburg/RII-107S/2019	who_national_influenza_centre_russian_federation	research_institute_of_influenza,_ministry_of_healthcare_of_the_russian_federation	vic	pb2
B/StPetersburg/RII-2632S/2020	who_national_influenza_centre_russian_federation	research_institute_of_influenza,_ministry_of_healthcare_of_the_russian_federation	vic	pb2
B/StPetersburg/RII-159/2020	centers_for_disease_control_and_prevention	russian_academy_of_medical_sciences	vic	pb2
B/StPetersburg/RII-2600S/2020	who_national_influenza_centre_russian_federation	research_institute_of_influenza,_ministry_of_healthcare_of_the_russian_federation	vic	pb2
B/StPetersburg/RII-4179S/2020	who_national_influenza_centre_russian_federation	research_institute_of_influenza,_ministry_of_healthcare_of_the_russian_federation	vic	pb2
B/Chita/RII-1018S/2020	who_national_influenza_centre_russian_federation	"fbuz_""center_of_hygiene_and_epidemiology""_in_zabaikalskom_krae_"	vic	pb2
B/StPetersburg/RII-1598S/2020	who_national_influenza_centre_russian_federation	research_institute_of_influenza,_ministry_of_healthcare_of_the_russian_federation	vic	pb2
B/StPetersburg/RII-1843S/2020	who_national_influenza_centre_russian_federation	research_institute_of_influenza,_ministry_of_healthcare_of_the_russian_federation	vic	pb2
B/StPetersburg/RII-1920S/2020	who_national_influenza_centre_russian_federation	research_institute_of_influenza,_ministry_of_healthcare_of_the_russian_federation	vic	pb2
B/Gurzuf/RII-957S/2020	who_national_influenza_centre_russian_federation	research_institute_of_influenza,_ministry_of_healthcare_of_the_russian_federation	vic	pb2
B/StPetersburg/RII-1422S/2020	who_national_influenza_centre_russian_federation	research_institute_of_influenza,_ministry_of_healthcare_of_the_russian_federation	vic	pb2
B/Gurzuf/RII-972S/2020	who_national_influenza_centre_russian_federation	research_institute_of_influenza,_ministry_of_healthcare_of_the_russian_federation	vic	pb2
B/StPetersburg/RII-871S/2020	who_national_influenza_centre_russian_federation	research_institute_of_influenza,_ministry_of_healthcare_of_the_russian_federation	vic	pb2
B/StPetersburg/RII-157/2020	centers_for_disease_control_and_prevention	russian_academy_of_medical_sciences	vic	pb2
B/StPetersburg/RII-3332S/2020	who_national_influenza_centre_russian_federation	research_institute_of_influenza,_ministry_of_healthcare_of_the_russian_federation	vic	pb2
B/StPetersburg/RII-163/2020	centers_for_disease_control_and_prevention	russian_academy_of_medical_sciences	vic	pb2
B/StPetersburg/RII-3397S/2020	who_national_influenza_centre_russian_federation	research_institute_of_influenza,_ministry_of_healthcare_of_the_russian_federation	vic	pb2
B/StPetersburg/RII-3183S/2020	who_national_influenza_centre_russian_federation	research_institute_of_influenza,_ministry_of_healthcare_of_the_russian_federation	vic	pb2
B/Moscow/41/2020	centers_for_disease_control_and_prevention	ivanovsky_research_institute_of_virology_rams	vic	pb2
B/Moscow/RII-508S/2019	who_national_influenza_centre_russian_federation	nic_russia,_ivanovsky_research_institute_of_virology	vic	pb2
B/Moscow/RII-484S/2019	who_national_influenza_centre_russian_federation	nic_russia,_ivanovsky_research_institute_of_virology	vic	pb2
B/Moscow/53/2020	centers_for_disease_control_and_prevention	ivanovsky_research_institute_of_virology_rams	vic	pb2
B/Moscow/RII-491S/2019	who_national_influenza_centre_russian_federation	nic_russia,_ivanovsky_research_institute_of_virology	vic	pb2
B/Moscow/352/2019	n.f._gamaleya_research_center_for_epidemiology_and_microbiology	nic_russia,_ivanovsky_research_institute_of_virology	vic	pb2
B/Russia/256/2019	centers_for_disease_control_and_prevention	russian_academy_of_medical_sciences	vic	pb2
B/Novosibirsk/RII-27104S/2020	who_national_influenza_centre_russian_federation	research_institute_of_experimental_and_clinical_medicine	vic	pb2
B/Moscow/RII-213S/2019	who_national_influenza_centre_russian_federation	center_of_hygiene_and_epidemiology_in_moscow	vic	pb2
B/StPetersburg/RII-327S/2019	who_national_influenza_centre_russian_federation	"fbuz_""center_of_hyhiene_and_epidemiology"""	vic	pb2
B/Moscow/25/2019	centers_for_disease_control_and_prevention	ivanovsky_research_institute_of_virology_rams	vic	pb2
B/Moscow/RII-506S/2019	who_national_influenza_centre_russian_federation	nic_russia,_ivanovsky_research_institute_of_virology	vic	pb2
B/Irkutsk/RII-2338S/2020	who_national_influenza_centre_russian_federation	center_of_hygiene_and_epidemiology_in_republic_of_udmurtia	vic	pb2
B/Moscow/43/2020	centers_for_disease_control_and_prevention	ivanovsky_research_institute_of_virology_rams	vic	pb2
B/Vladivostok/4/2019	centers_for_disease_control_and_prevention	ivanovsky_research_institute_of_virology_rams	vic	pb2
B/Vladivostok/RII-324S/2019	who_national_influenza_centre_russian_federation	center_of_hygiene_and_epidemiology_in_primorie_territory	vic	pb2
B/Moscow/41/2019	n.f._gamaleya_research_center_for_epidemiology_and_microbiology	nic_russia,_ivanovsky_research_institute_of_virology	vic	pb2
B/SaoPaulo/IAL/C5041/2020	instituto_adolfo_lutz	instituto_adolfo_lutz___regional_de_santo_andre	vic	pb2
B/Vladivostok/1/2019	who_national_influenza_centre_russian_federation	center_of_hygiene_and_epidemiology_in_primorie_territory	vic	pb2
B/Haiti/40206/2021	centers_for_disease_control_and_prevention	laboratoire_national_de_sante_publique	vic	pb2
B/Haiti/80406/2021	centers_for_disease_control_and_prevention	laboratoire_national_de_sante_publique	vic	pb2
B/Haiti/70283/2021	centers_for_disease_control_and_prevention	laboratoire_national_de_sante_publique	vic	pb2
B/Haiti/10333/2021	centers_for_disease_control_and_prevention	laboratoire_national_de_sante_publique	vic	pb2
B/Haiti/60564/2021	centers_for_disease_control_and_prevention	laboratoire_national_de_sante_publique	vic	pb2
B/Florida/1/2021	centers_for_disease_control_and_prevention	florida_department_of_health_tampa	vic	pb2
B/Haiti/200819/2021	centers_for_disease_control_and_prevention	laboratoire_national_de_sante_publique	vic	pb2
B/Toyama/36/2015	national_institute_of_infectious_diseases_(niid)	toyama_institute_of_health	vic	pb2
B/California/111/2015	centers_for_disease_control_and_prevention	california_department_of_health_services	vic	pb2
B/Pennsylvania/19/2016-egg	centers_for_disease_control_and_prevention	pennsylvania_department_of_health	vic	pb2
B/Pennsylvania/19/2016	centers_for_disease_control_and_prevention	pennsylvania_department_of_health	vic	pb2
B/Iowa/33/2015	centers_for_disease_control_and_prevention	iowa_state_hygienic_laboratory	vic	pb2
B/Utah/55/2016	centers_for_disease_control_and_prevention	utah_department_of_health	vic	pb2
B/Hawaii/22/2016	centers_for_disease_control_and_prevention	state_of_hawaii_department_of_health	vic	pb2
B/Montana/2/2016	centers_for_disease_control_and_prevention	montana_laboratory_services_bureau	vic	pb2
B/Nevada/25/2016	centers_for_disease_control_and_prevention	southern_nevada_public_health_lab	vic	pb2
B/Indiana/8/2016	centers_for_disease_control_and_prevention	indiana_state_department_of_health_laboratories	vic	pb2
B/Indiana/8/2016-egg	centers_for_disease_control_and_prevention	indiana_state_department_of_health_laboratories	vic	pb2
B/NewMexico/28/2016	other_database_import	new_mexico_department_of_health	vic	pb2
B/Oregon/32/2016	centers_for_disease_control_and_prevention	oregon_public_health_laboratory	vic	pb2
B/Canberra/5/2019	who_collaborating_centre_for_reference_and_research_on_influenza	canberra_hospital	vic	pb2
B/HongKong/5016/2017	centers_for_disease_control_and_prevention	government_virus_unit	vic	pb2
B/HongKong/8084/2017	centers_for_disease_control_and_prevention	government_virus_unit	vic	pb2
B/Lao/2820/2016	centers_for_disease_control_and_prevention	national_center_for_laboratory_and_epidemiology	vic	pb2
B/Lao/F0541/2017	national_institute_of_infectious_diseases_(niid)	national_center_for_laboratory_and_epidemiology	vic	pb2
B/Lao/3156/2016	centers_for_disease_control_and_prevention	national_center_for_laboratory_and_epidemiology	vic	pb2
B/Arizona/71/2017	centers_for_disease_control_and_prevention	arizona_department_of_health_services	vic	pb2
B/Lao/3428/2016	centers_for_disease_control_and_prevention	national_center_for_laboratory_and_epidemiology	vic	pb2
B/Lao/2805/2016	centers_for_disease_control_and_prevention	national_center_for_laboratory_and_epidemiology	vic	pb2
B/Lao/3949/2017	centers_for_disease_control_and_prevention	national_center_for_laboratory_and_epidemiology	vic	pb2
B/Osaka/19/2016	national_institute_of_infectious_diseases_(niid)	osaka_prefectural_institute_of_public_health	vic	pb2
B/Phetchaburi/59/2016	centers_for_disease_control_and_prevention	who_national_influenza_centre,_national_institute_of_medical_research_(nimr)	vic	pb2
B/Lao/3994/2016	centers_for_disease_control_and_prevention	national_center_for_laboratory_and_epidemiology	vic	pb2
